Event.Date,Location,Country,Airport.Code,Total.Fatal.Injuries
,,,,
12/1/2001,"Bessemer, AL",United States,KEKY,2
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
11/27/2001,"Evansville, IN",United States,EVV,2
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
11/22/2001,"Tallassee, AL",United States,41A,2
11/22/2001,"Pittsburgh, PA",United States,PIT,2
,,,,
,,,,
,,,,
,,,,
11/22/2001,"Ben Wheeler, TX",United States,TYR,1
,,,,
11/21/2001,"Falmouth, MA",United States,5B6,1
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
11/19/2001,"Patterson, LA",United States,PTN,1
11/18/2001,"Oneonta, AL",United States,20A,1
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
11/14/2001,"Benton, LA",United States,LS69,1
,,,,
,,,,
11/13/2001,"Santa Monica, CA",United States,SMO,2
,,,,
,,,,
11/12/2001,"Graham, TX",United States,E15,4
11/12/2001,"Belle Harbor, NY",United States,JFK,265
,,,,
,,,,
,,,,
11/11/2001,"Mansfield, OH",United States,MFD,1
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
11/7/2001,"Winston Salem, NC",United States,INT,1
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
11/3/2001,"Locust Grove, GA",United States,GA04,1
11/3/2001,"McEwen, TN",United States,0M5,3
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
10/31/2001,"Little River, CA",United States,O48,1
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
10/28/2001,"Wyatte, MS",United States,NONE,2
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
10/23/2001,"Dubuque, IA",United States,DBQ,1
,,,,
10/22/2001,"Midland, VA",United States,W66,1
10/22/2001,"Bartow, FL",United States,BOW,2
,,,,
,,,,
,,,,
10/22/2001,"N. Wilkesboro, NC",United States,UKF,2
,,,,
,,,,
10/21/2001,"Waialua, HI",United States,HDH,1
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
10/19/2001,"El Mirage, CA",United States,NA,1
,,,,
,,,,
,,,,
,,,,
,,,,
10/18/2001,"South Hero, VT",United States,VT26,3
,,,,
,,,,
,,,,
,,,,
10/16/2001,"Dixie, ID",United States,BOI,2
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
10/10/2001,"Dillingham, AK",United States,DLG,10
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
10/4/2001,"Sargent, TX",United States,NONE,1
,,,,
10/3/2001,"Decatur Island, WA",United States,WN07,3
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
9/29/2001,"McCall, ID",United States,MYL,1
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
9/29/2001,"Marshfield, WI",United States,MFI,3
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
9/24/2001,"St. George, UT",United States,SGU,1
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
9/9/2001,"Willits, CA",United States,28,2
9/9/2001,"Chico, CA",United States,CIC,1
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
9/8/2001,"Byhalia, MS",United States,0M6,2
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
9/5/2001,"Bern Township, PA",United States,RDG,1
,,,,
,,,,
,,,,
9/5/2001,"Denver, CO",United States,DEN,1
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
8/31/2001,"Watsonville, CA",United States,WVI,1
,,,,
,,,,
,,,,
8/31/2001,"Grayslake, IL",United States,C81,1
,,,,
,,,,
,,,,
8/30/2001,"Stevens Point, WI",United States,STE,3
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
8/27/2001,"Buckley, WA",United States,02WA,1
,,,,
,,,,
8/27/2001,"NewSmyrna Beach, FL",United States,X50,1
,,,,
,,,,
8/26/2001,"Matawan, NJ",United States,2N8,2
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
8/24/2001,"Piqua, OH",United States,I17,1
8/24/2001,"Ithaca, NY",United States,ITH,2
,,,,
,,,,
,,,,
,,,,
8/24/2001,"Raton, NM",United States,RTN,2
,,,,
,,,,
,,,,
,,,,
8/23/2001,"Bulverde, TX",United States,1T7,1
,,,,
8/23/2001,"Montrose, CO",United States,0CO6,2
,,,,
,,,,
,,,,
8/22/2001,"Weatherford, TX",United States,WEA,1
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
8/21/2001,"Shirley, NY",United States,HWV,1
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
8/19/2001,"Blairsville, GA",United States,46A,3
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
8/13/2001,"Kotzebue, AK",United States,OTZ,1
,,,,
,,,,
,,,,
,,,,
8/12/2001,"Boulder City, NV",United States,61B,2
,,,,
8/12/2001,"Uvalde, TX",United States,UVA,1
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
8/10/2001,"Hazelton, ND",United States,6H8,1
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
8/5/2001,"Weaverville, CA",United States,54,1
,,,,
,,,,
,,,,
,,,,
,,,,
8/5/2001,"Washington, DC",United States,DCA,1
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
8/1/2001,"Hilton Head, SC",United States,HXD,1
8/1/2001,"Baltimore, MD",United States,BWI,2
,,,,
,,,,
,,,,
,,,,
,,,,
7/31/2001,"Xenia, OH",United States,FFO,2
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
7/29/2001,"Puyallup, WA",United States,1S0,6
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
7/28/2001,"Titusville, PA",United States,6G1,1
7/28/2001,"Westfield, MA",United States,BAF,1
,,,,
,,,,
,,,,
,,,,
7/28/2001,"Esperance, NY",United States,NONE,2
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
7/26/2001,"Oshkosh, WI",United States,OSH,1
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
7/24/2001,"Oshkosh, WI",United States,OSH,1
,,,,
7/24/2001,"Anniston, AL",United States,ANB,2
,,,,
,,,,
,,,,
,,,,
,,,,
7/23/2001,"Marion, TX",United States,1TE4,1
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
7/22/2001,"Benton, IL",United States,H96,3
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
7/21/2001,"Bamberg, SC",United States,99N,1
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
7/21/2001,"Chenoa, IL",United States,11LL,2
7/21/2001,"Poplar Grove, IL",United States,C77,2
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
7/19/2001,"EDEN PRAIRIE, MN",United States,FCM,1
,,,,
7/18/2001,"Sidney, NY",United States,N23,3
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
7/17/2001,"Oak Creek, WI",United States,MKE,1
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
7/15/2001,"Bridgeville, DE",United States,DE17,1
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
7/14/2001,"Camdenton, MO",United States,H21,1
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
7/13/2001,"CARTERVILLE, MO",United States,JLN,6
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
7/12/2001,"Resaca, GA",United States,0A5,2
7/11/2001,"Kissimmee, FL",United States,ISM,1
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
7/10/2001,"Medford, NJ",United States,VAY,2
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
7/7/2001,"Jackpot, NV",United States,06U,2
,,,,
,,,,
7/7/2001,"Sebring, FL",United States,SEF,1
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
7/3/2001,"Belle Chase, LA",United States,65LA,1
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
7/2/2001,"Sedalia, MO",United States,DMO,1
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
6/25/2001,"Lakeside, CA",United States,SEE,1
6/25/2001,"Hammond, LA",United States,HDC,1
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
6/24/2001,"McAlester, OK",United States,MLC,1
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
6/22/2001,"GREENWICH, CT",United States,HPN,1
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
6/21/2001,"Ann Arbor, MI",United States,ARB,2
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
6/16/2001,"Newfane, VT",United States,VT43,1
,,,,
6/16/2001,"Manteo, NC",United States,MQI,1
,,,,
,,,,
,,,,
,,,,
6/16/2001,"Flagstaff, AZ",United States,FLG,1
6/16/2001,"Laconia, NH",United States,LCI,1
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
6/16/2001,"La Crosse, WI",United States,LSE,2
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
6/14/2001,"Lanai City, HI",United States,LNY,1
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
6/13/2001,"Fort Lauderdale, FL",United States,FLL,1
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
6/10/2001,"Cerrillos, NM",United States,SAF,2
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
6/6/2001,"Monroe, NC",United States,EQY,3
6/6/2001,"Powhatan, AR",United States,NONE,1
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
6/4/2001,"Big Bear City, CA",United States,L35,1
,,,,
,,,,
,,,,
6/3/2001,"JACKSON, TN",United States,KMKL,5
,,,,
,,,,
,,,,
6/3/2001,"Tulare, CA",United States,TLR,1
,,,,
6/3/2001,"LYONS, CO",United States,2V2,3
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
5/28/2001,"Augusta, MT",United States,3U7,1
,,,,
,,,,
5/28/2001,"Escondido, CA",United States,RMN,3
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
5/27/2001,"Kankakee, IL",United States,IKK,1
,,,,
,,,,
,,,,
5/26/2001,"Pryor, OK",United States,H71,1
5/26/2001,"Pryor, OK",United States,H71,1
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
5/22/2001,"Manvel, TX",United States,3T2,2
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
5/21/2001,"Danvers, MA",United States,BVY,3
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
5/19/2001,"NORTH LAS VEGAS, NV",United States,VGT,1
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
5/16/2001,"Green Bay, WI",United States,GRB,1
,,,,
,,,,
,,,,
,,,,
,,,,
5/15/2001,"Scott City, KS",United States,TQK,1
,,,,
,,,,
,,,,
5/14/2001,"Odessa, TX",United States,71TA,2
,,,,
,,,,
,,,,
5/13/2001,"Jackson Twp., PA",United States,JST,2
,,,,
,,,,
,,,,
5/13/2001,"Leakey, TX",United States,49R,4
,,,,
,,,,
,,,,
,,,,
,,,,
5/12/2001,"New Market, VA",United States,8W2,1
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
5/6/2001,"Valparaiso, IN",United States,VPZ,1
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
5/5/2001,"STEAMBOAT SPNGS, CO",United States,SBS,1
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
5/1/2001,"The Woodlands, TX",United States,CXO,2
,,,,
,,,,
,,,,
,,,,
4/30/2001,"Casa Grande, AZ",United States,CGZ,1
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
4/28/2001,"Middletown, RI",United States,UUU,2
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
4/26/2001,"Del Rio, TX",United States,DRT,1
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
4/19/2001,"Fort Lauderdale, FL",United States,KFLL,4
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
4/17/2001,"Oshkosh, WI",United States,OSH,1
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
4/14/2001,"Williams, CA",United States,NONE,1
,,,,
4/14/2001,"Midland, TX",United States,MAF,1
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
4/12/2001,"Bay City, TX",United States,3R1,1
,,,,
,,,,
,,,,
,,,,
4/10/2001,"Claxton, GA",United States,CWV,1
,,,,
,,,,
,,,,
,,,,
4/9/2001,"Lakeland, FL",United States,LAL,1
,,,,
4/9/2001,"Vero Beach, FL",United States,VRB,2
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
4/8/2001,"CANON CITY, CO",United States,1V6,2
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
4/2/2001,"Ashwaubenon, WI",United States,GRB,1
4/2/2001,"SMITHFIELD, NC",United States,JNX,1
,,,,
,,,,
4/1/2001,"Rialto, CA",United States,L67,2
,,,,
,,,,
,,,,
,,,,
,,,,
3/31/2001,"MARCO ISLAND, FL",United States,MKY,1
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
3/29/2001,"Aspen, CO",United States,ASE,18
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
3/26/2001,"Englewood, CO",United States,APA,1
,,,,
,,,,
,,,,
,,,,
3/24/2001,"Dixon, KY",United States,EVV,1
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
3/19/2001,"Manassas, VA",United States,HEF,1
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
3/12/2001,"Jackson Hole, WY",United States,JAC,4
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
2/28/2001,"GRAND JUNCTION, CO",United States,29CO,1
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
2/23/2001,"Inverness, MS",United States,IDL,1
,,,,
,,,,
2/21/2001,"Centralia, IL",United States,ENL,2
,,,,
2/20/2001,"Paso Robles, CA",United States,Q89,1
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
2/15/2001,"Borger, TX",United States,BGD,2
,,,,
,,,,
,,,,
,,,,
2/14/2001,"Webb Lake, WI",United States,Y05,4
,,,,
2/13/2001,"Stuart, FL",United States,KSUA,2
,,,,
2/13/2001,"MUNFORD, AL",United States,ASN,5
,,,,
,,,,
2/12/2001,"Pampa, TX",United States,PPA,2
,,,,
,,,,
2/11/2001,"Archer, FL",United States,0J8,2
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
2/8/2001,"Ponce, PR",United States,PSE,1
,,,,
,,,,
2/8/2001,"Beaver Island, MI",United States,SJX,2
2/8/2001,"AUGUSTA, GA",United States,DNL,0
,,,,
,,,,
,,,,
,,,,
,,,,
2/7/2001,"Ainsworth, NE",United States,ANW,1
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
2/4/2001,"Camdenton, MO",United States,H21,2
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
1/28/2001,"Wurtsboro, NY",United States,N82,1
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
1/24/2001,"Elbert, CO",United States,00V,2
,,,,
1/24/2001,"Nashville, TN",United States,BNA,4
,,,,
,,,,
,,,,
1/23/2001,"Unalaska, AK",United States,PADU,2
1/22/2001,"Grafton, WV",United States,3I2,1
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
1/19/2001,"KONGIGANAK, AK",United States,DUY,0
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
1/14/2001,"BETHEL, NC",United States,PVG,2
,,,,
,,,,
,,,,
1/14/2001,"Lake Point, UT",United States,TVY,9
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
1/11/2001,"VANDIVER, AL",United States,EKY,1
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
1/8/2001,"Bluefield, WV",United States,BLF,1
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
1/6/2001,"San Luis Obispo, CA",United States,SBP,2
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
12/30/2000,"ROSAMOND, CA",United States,L00,0
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
12/25/2000,"ADDISON, TX",United States,ADS,0
,,,,
,,,,
12/24/2000,"MITCHELLVILLE, MD",United States,W00,0
12/24/2000,"SPRINGFIELD, CO",United States,8V7,0
12/24/2000,"ALBUQUERQUE, NM",United States,ABQ,2
12/23/2000,"BAKERSFIELD, CA",United States,L45,0
,,,,
,,,,
12/22/2000,"Rangeley, ME",United States,8B0,2
,,,,
12/22/2000,"WILCOX, AZ",United States,P33,0
12/22/2000,"LITTLE ROCK, AR",United States,LIT,0
12/22/2000,"MESQUITE, TX",United States,HQZ,0
,,,,
12/21/2000,"SAN CARLOS, CA",United States,SQL,0
12/21/2000,"ASPEN, CO",United States,ASE,0
,,,,
12/20/2000,"FORT PIERCE, FL",United States,FPR,0
12/20/2000,"JACKSON, WY",United States,JAC,0
,,,,
,,,,
12/19/2000,"STURGIS, SD",United States,K49B,0
12/19/2000,"INDIANAPOLIS, IN",United States,EYE,0
,,,,
